marca,produto,preco_velho_reais,preco_velho_centavos,preco_atual_reais,preco_atual_centavos,nota_avaliacao,num_avaliacoes,_fonte,_site,_data_coleta,_pagina,_ordem
,Kit Tênis Ortopédico Masculino Asc Original Calce Fácil,230,,218,50,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,10
,Kit Combo 2 Tenis Masculino Academia Caminhada Corrida Top,169,90,151,21,4.6,(2132),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,11
,Tenis Olimp Esportivo Masculino Feminino Leve E Macio,,,78,90,4.1,(7896),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,12
OLDSEN,Kit 2 Tenis Masculino Colorado Caminhada Leve Tendencia,,,199,90,2.9,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,13
RUGGERO,Tênis Meia Masculino Academia Ortopédico Original De Fabrica,,,78,,5.0,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,14
,Kit 2 Tênis Academia Caminhada Unisex Oadsey Easy Top,119,90,99,51,4.3,(143),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,15
EVOLTENN,Kit 2 Tênis Masculino Academia Crossfit Corrida Barato ,159,90,125,99,4.5,(752),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,16
RAINHA,Tênis Masculino Corrida Leve E Resistente Lindo Rainha Z239,,,169,99,4.6,(116),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,17
,Tênis Masculino Esportivo Casual Academia Corrida + Relógio,78,90,68,40,4.5,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,18
HEADER,Kit 2 Tênis Casual Masculino Spider Top Promoção + Relógio,,,129,90,4.4,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,19
,Bermuda Masculina + Tenis Esportivo E Relogio Preço Baixo,,,109,90,4.5,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,20
LAVINI SHOES,Sapatenis Masulino Tenis Meia Knit Leve E Confotavel ,,,179,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,21
SKECHERS,Tênis Skechers Bountiful Masculino Cinza Promoção Pix,,,299,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,22
POLO BLU,Tênis Infantil Meninos Casual Cano Alto Botinha Linda,,,62,90,4.4,(36),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,23
SIX STREET,Tenis Basquete Six Street Charge - Branco Vermelho Exclusivo,,,253,60,4.8,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,24
,Tênis Masculino Hot Sol Numero Especial 38 Ao 48 Para Treino,,,119,90,4.6,(19),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,25
,Tênis Performance Tryd Ultimate Sprint 1 - Corrida E Fitness,169,99,102,,4.5,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,26
EVERLAST,Tenis Everlast Monster 3 Ref. Sefa172 Preto/pink,,,292,44,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,27
ACTVITTA,Tênis Actvitta 4919.102 Masculino Lançamento Liquidação,,,149,,4.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,28
,Kit 3 Tênis Masculino Prospect Speed Academia Leve + Relógio,219,90,145,13,4.4,(28),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,29
OLYMPIKUS,Tenis Olympikus Masculino Ultra Leve 235 Gramas Original,249,99,237,49,4.6,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,30
MIZUNO,Tênis Mizuno Wave Vitality 4 Masculino,,,379,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,31
TAYGRA,"Sapatênis  Iate : Robusto & Flexível,ventilado & Confortável",,,179,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,32
BADPLAY,Tênis Sneaker Academia Fitness Treino Masculino Esportivo,399,99,199,99,4.6,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,33
VENETTO,Tênis Academia Corrida Venetto Runner Sport Casual Original,,,99,49,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,34
LORENZZO LOPEZ,Kit 2 Tênis Para Corrida Masculinos + Relógio Ponteiro,,,119,90,3.3,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,35
KALLUCCI,Tênis Militar Tático Corrida Kallucci Tfm Todo Em Couro,219,90,197,91,4.7,(39),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,36
,Tenis Masculino Oadsey Easy Caminhada Academia Top Boost,49,90,44,91,4.5,(22),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,37
OLDSEN,Kit 2 Tênis Shelby Confortável Lançamento P/ Academia 38-45,,,139,90,3.7,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,38
HEADER,Tênis Masculino Casual Infinite Caminhada Lançamento Top,,,59,90,3.6,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,39
OLYMPIKUS,Tenis Olympikus Reverb  Masculino 43691174-ptoch L,,,249,44,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,40
HEADER,Kit 3 Tênis Masculino Header Spider Promoção Top + Relógio,,,189,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,41
VANELLI,Kit 2 Pares Tênis Masculino Esportivo Leve Macio Promoção,,,142,90,4.5,(93),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,42
OLP,Tênis Asisc Reveletion Masculino Feminino Do 34-43 Promoção,,,92,15,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,43
,Lançamento Tênis Chunky Snekeaer Couro Cano Medio ,,,189,90,4.8,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,44
SIX STREET,Tenis Six Street Basquete Charge - Vermelho E Cinza + Brinde,,,255,30,4.8,(17),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,45
OLYMP,Tênis Lançamento Kit 2 Pares Mega Olymp Promoção Original,,,144,99,4.4,(385),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,46
OVERTRAK,Tênis Esportivo Lançamento Original Confortável,89,90,66,52,4.5,(98),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,47
GP,Kit Tenis Polo Corrida Masculino + Relógio Promoção,,,100,,3.9,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,48
,Tênis Masculino Academia Caminhada Rdw Rd114 Original,,,75,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,49
,Tênis Unyeezy Academia Otimo P/ Dia A Dia Leve Confortavel,,,59,99,4.0,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,50
OLYMP,Tênis Lançamento Kit 2 Pares Mega Olymp Promoção Sport#,,,143,90,4.4,(175),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,51
OLYMPIKUS,Tênis Olympikus Pride 3 Masculino Corrida - Caminhada,288,78,239,99,4.8,(40),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,52
FILA,Tenis Fila Efecto Masculino-grafite/prata/preto,,,238,90,4.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,53
,Tenis Corrida Masculino Leve E Confortavel Lançamento Verão,,,109,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,54
,Tênis Masculino Academia Rixxon Leve Promoção Barato ,87,90,62,40,4.5,(617),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,1
,Tênis Masculino Sports Academia Advanced Solado Extraleve,219,90,147,33,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,2
TRYD,Tênis Para Treino Academia Caminhada Corrida Tryd 5400 Leve,99,99,67,99,4.5,(10906),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,3
FILA,Tenis Fila Efecto Masculino-preto/grafite/prata,,,238,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,4
,Sapatenis Masculino Casual Sapato Tênis Original Lançamento,,,76,40,4.1,(55),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,5
DM DAMANDO,Combo Tenis Para Academia Masculino Sola Trançada Kit 3,,,199,90,4.0,(22),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,6
,Tênis Unissex Malha Premium Couro Sintético / Nobuck New,,,213,99,4.0,(28),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,7
,Tênis Masculino Corrida Esportivo Caminhada Academia Oferta.,,,113,90,4.2,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,8
,Kit Tenis Masculino De Led Infantil Sonic + Camisa + Chinelo,,,119,90,3.6,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,9
GENERIC,Tênis De Corrida Multicoloridos Onitsuka Tiger Mexico 66,,,266,40,4.9,(16),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,10
,Tênis Refletivo 12 Molas Masculino & Feminino Amortecimento ,,,101,90,4.5,(91),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,11
WM,Tenis Revelation Masculino Feminino Promoção Pronta Entrega,,,109,99,4.5,(151),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,12
,Tênis Masculino Ortopédico Anatômico ,,,139,90,4.3,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,13
OLDSEN,Tênis Unissex Caminhada Barato Corrida Oldsen Jaguar 34-43,69,90,66,40,4.6,(118),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,14
,Tenis Meia Unissex De Grife Luxo Promoçao ,,,149,99,5.0,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,15
KOLOSH,Tênis Esportivo Masculino Kolosh Velocit H3522,,,259,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,16
HEADER,Kit 2 Tênis Masculino Spider Caminhada Promoção + Relógio,,,129,90,4.6,(17),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,17
ASICS,Tênis Asics Masculino Gel Raiden Corrida Original Academia,,,269,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,18
OLYMPIKUS,Tênis Olympikus Marte Preto Masculino Treino Academia,,,194,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,19
,Tênis Academia Caminhada Corrida Super Leve Confortável ,,,72,90,4.3,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,20
OLDSEN,Tenis Masculino Kit 3 De Marca Jaguar Caminhada Promoção,,,197,90,5.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,21
POLO BLU,Sapatenis Bota Masculino 3 Pares Mais Relogio E Carteira Top,,,199,,4.2,(135),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,22
OLYMPIKUS,Tênis Olympikus Perfect 3 Preto Casual Unissex Original Pro,266,97,240,27,4.8,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,23
ULTRABONE,Tenis Ultrabone Black Unissex Muito Leve Academia Caminhada,114,90,102,26,3.7,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,24
,Tênis Feminino Masculino Esportivo Calce Fácil Olimp Confort,,,89,80,4.5,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,25
LORENZZO LOPEZ,Tênis Masculino Para Academia E Corrida Super Macio E Leve,,,39,90,4.4,(23),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,26
,Kit 2 Pares Tênis Leve Walk Academia Corrida Ao Ar Livre,,,149,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,27
DM DAMANDO,Kit Combo 2 Tenis Masculino Dm Damando Academia + Relógio,,,149,90,4.6,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,28
,Sapatilha Nautica Top Neoprene Vegano Unissex Promoção Top,,,54,,4.6,(70),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,29
ASCENSION,Tênis Ortopédico Unissex Original Calce Fácil Asc,,,119,,4.6,(10),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,30
EVERLAST,Tenis Everlast Versa Masculino Azul Marinho Sema 179a,,,146,04,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,31
,Kit Short Masculino Moletom + Tenis Esportivo E Relogio ,,,119,90,4.5,(28),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,32
LORENZZO LOPEZ,Tenis Para Caminhada Corrida Tênis Barato Fique Em Casa,,,59,90,3.9,(42),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,33
OLYMPIKUS,Tênis Masculino Olympikus Triunfo 3 Esportivo Conforto,,,219,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,34
,Tênis Preto Lançamento Confortável Bonito,,,99,90,4.4,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,35
,Tênis Corrida Academia Caminhada Com Calce Fácil Lançamento,,,78,90,4.6,(70),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,36
MIZUNO,Mizuno Space 3 Masculino Adultos,,,299,98,4.7,(1673),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,37
,Tênis Masculino Prospect Fly Várias Cores Exclusivas Leve,,,79,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,38
,Kit Tênis Masculino 2 Pares Super Confortável Leve Academia ,,,129,90,4.3,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,39
RUGGERO,Tênis Masculino Casual Leve Utramacio Conforto Ortopédico,99,90,94,90,4.5,(56),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,40
CARDUME,Sapatilha Cardume Porus Preto,,,74,90,5.0,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,41
HEADER,Kit 2 Tênis Masculino Spider Original Na Caixa Top + Relógio,,,129,90,4.4,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,42
ACTVITTA,Tenis Activitta Esportivo Masculino Calce Fácil Confortavel ,,,139,90,4.8,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,43
ZEUZ,Tênis Masculino Esportivo Caminhada Academia Musculação Leve,,,82,45,4.3,(14),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,44
,Tênis Casual Masculino Vorax 574c,,,119,99,4.8,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,45
ADAPTION,Tênis Masculino Leve Confortável Casual Adaption Limited,,,59,90,4.3,(41),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,46
,Tênis Masculino Hot Sol Numero Especial 38 Ao 43,,,104,90,4.4,(29),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,47
OLYMPIKUS,Oferta Olympikus Perfect 3 Preto /petala Lucaisane Tênis,,,199,99,5.0,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,48
,Tenis Masculino Esportivo Wave West Boot Confortavel Academi,,,78,77,4.5,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,49
ACTVITTA,Tenis Corrida Actvitta Profissional Performance 4931.102,,,182,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,50
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Casual Slip On Iate,189,90,161,91,4.8,(155),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,51
OLYMPIKUS,Tenis Masculino Caminhada Corrida Olympikus Leve Confortavel,189,99,180,49,4.7,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,52
OLYMPIKUS,Olympikus Casual Only 2 Sem gênero Adultos,199,99,169,90,4.7,(1429),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,53
OLYMPIKUS,Olympikus Treino Volcan Masculino Adultos,,,159,,4.7,(1323),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:35.021223-03:00,9,54
,Sapatênis Masculino Confort Estilo Moderno,49,90,45,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,1
BF SHOES,Tênis Esportivo Masculino Para Malhar Confortável Lançamento,78,90,74,95,4.5,(1987),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,2
,Kit Tênis De Corrida Masculino Academia Leve + Relógio,,,99,90,4.4,(317),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,3
OLYMPIKUS,Olympikus Treino Volcan Masculino Adultos,,,159,,4.7,(1323),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,4
OLP,Tênis Reveletion Masculino Feminino Do 34 Ao 43 Promoção,,,89,99,4.5,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,5
,Tênis Off White Masculino Creation Caminhada Confortavel,,,99,90,4.5,(17),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,6
LANDFEET,Tênis Unissex Cano Alto Skateboard Landfeet Envio Imediato,,,209,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,7
POLO JOY,Kit 2 Pares Tenis Masculino Polo Esportivo Frete Grátis,,,168,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,8
OLYMPIKUS,Olympikus Asfalto Masculino Adultos,196,,186,20,4.8,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,9
PLAZA,Kit 2 Pares De Tênis Masculino Academia Caminhada Casual Neo,,,139,90,4.2,(606),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,10
OLYMPIKUS,Tênis Olympikus Estilo 2 Preto,,,209,90,4.7,(17),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,11
ASCENSION,Tênis Esportivo Ortopédico Para Academia Treino Dia A Dia,,,144,90,4.5,(432),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,12
,Tênis Masculino Esportivo Advanced Academia Leve Macio Nl352,209,90,126,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,13
OLYMPIKUS,Olympikus Casual Urbano Ast Masculino Adultos,,,179,,4.5,(10),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,14
OLYMPIKUS,Tênis Olympikus Diffuse 2 Academia E Corrida Confortável,,,199,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,15
RW,Tênis Ultrarange Rw Confortável Lindo Macio Do 34 Ao 43,,,129,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,16
ALLSTAR,Queimão 2 Pares Tenis Bota Botinha All Chuck Taylor Star Top,,,219,80,4.6,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,17
,Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Messi Ney,,,127,19,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,18
OLYMPIKUS,Tênis Olympikus Challenger 4 Unissex,,,199,99,4.8,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,19
VULCAO,Tênis All Star Cano Alto 25/43 Botinha - Infantil E Adulto,,,129,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,20
,Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Ney Hulk,,,127,19,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,21
GENERIC,Tênis Macio Confortável Yeezys 350 Promoção,,,279,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,22
,Tênis Corrida Bolha Plus 3 Tn Muito Leve Novo Cr7 Mes,,,118,26,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,23
OLYMPIKUS,Tênis Olympikus Poseidon Unissex,,,149,99,4.7,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,24
,Tênis 33y New Fashion Pro Original (preto),,,189,99,4.6,(26),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,25
FILA,Fila Float Maxxi 2 Pro Masculino Adultos,,,841,,5.0,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,26
ASICS,Asics Gel-Sparta 2 Masculino Adultos,,,305,,5.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,27
